#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
261503,133363792,MC4R,-,-,EnsemblRapid:ENSRFDG00000015817,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240508,-
261503,133369239,FTO,-,-,-,13,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
261503,133380579,PPARG,-,-,EnsemblRapid:ENSRFDG00000000832,3,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240508,-
261503,133387790,LEPR,-,-,EnsemblRapid:ENSRFDG00000004364,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240508,-
279965,104527000,FTO,N321_10075,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
279965,104527114,PPARG,N321_13692,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
279965,104532574,MC4R,N321_03006,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
279965,104532767,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,LOW QUALITY PROTEIN: leptin receptor,20240803,-
286002,127034079,FTO,-,-,-,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
286002,127044918,MC4R,-,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240324,-
286002,127053312,PPARG,-,-,-,6,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240324,-
286002,127054749,LEPR,-,-,-,7,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240324,-
286002,127056374,ADIPOQ,-,-,-,8,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240324,-
286419,112644048,MC4R,-,-,-,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241203,-
286419,112647177,LEPR,-,-,Ensembl:ENSCAFG00020020425,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240315,-
286419,112659900,FTO,-,-,Ensembl:ENSCAFG00020003690,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
286419,112661459,PPARG,-,-,Ensembl:ENSCAFG00020007261,20,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240315,-
286419,112662739,ADIPOQ,-,-,Ensembl:ENSCAFG00020006185,34,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
291302,107527423,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240330,-
291302,107533557,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240330,-
291302,107534765,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240330,-
291302,107543479,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
291302,107545417,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240330,-
296587,8244052,FTO,MICPUN_112682,-,-,6,-,FATSO protein,protein-coding,-,-,-,-,20240411,-
296741,116788514,MC4R,-,-,EnsemblRapid:ENSCLNG00000006419,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
296741,116791164,LEPR,-,-,EnsemblRapid:ENSCLNG00000005969,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
296741,116791586,ADIPOQ,-,-,EnsemblRapid:ENSCLNG00000014866,10,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
296741,116792356,PPARG,-,-,EnsemblRapid:ENSCLNG00000010853,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
296741,116793317,FTO,-,-,EnsemblRapid:ENSCLNG00000006058,13,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
308060,112966385,PPARG,-,-,Ensembl:ENSARWG00000008264,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240315,-
308060,112967567,FTO,-,-,Ensembl:ENSARWG00000013067,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
308060,112970279,LEPR,-,-,Ensembl:ENSARWG00000013904,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240315,-
308060,112972906,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,LOW QUALITY PROTEIN: adiponectin,20240315,-
308060,112977027,MC4R,-,-,Ensembl:ENSARWG00000015047,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240315,-
309878,133208405,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
309878,133214699,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
309878,133218469,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
309878,133218557,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
309878,133225918,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
321398,108492901,LEPR,-,-,Ensembl:ENSLCOG00000003558,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
321398,108494615,MC4R,-,-,Ensembl:ENSLCOG00000010921,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
321398,108506126,PPARG,-,-,Ensembl:ENSLCOG00000012190,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
321398,108506504,FTO,-,-,Ensembl:ENSLCOG00000006481,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
321398,108507269,ADIPOQ,-,-,Ensembl:ENSLCOG00000005297,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
327740,130272630,MC4R,-,-,-,5,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240327,-
327740,130275807,PPARG,-,-,EnsemblRapid:ENSSYAG00005073098,6,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240327,-
327740,130276652,FTO,-,-,EnsemblRapid:ENSSYAG00005071971,6,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
327740,130283389,LEPR,-,-,EnsemblRapid:ENSSYAG00005057074,7,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240327,-
328815,103758810,LEPR,N305_12726,-,Ensembl:ENSMVIG00005007945,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
328815,103761814,PPARG,N305_01576,-,Ensembl:ENSMVIG00005001519,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
328815,103763440,ADIPOQ,N305_12978,-,Ensembl:ENSMVIG00005011153,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
328815,103765652,MC4R,N305_00338,-,Ensembl:ENSMVIG00005015065,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
328815,103766457,FTO,N305_09161,-,Ensembl:ENSMVIG00005002235,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
336983,105508067,LEPR,-,-,Ensembl:ENSCANG00000028873,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240313,-
336983,105514930,FTO,-,-,Ensembl:ENSCANG00000027251,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
336983,105517078,MC4R,-,-,Ensembl:ENSCANG00000010773,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240313,-
336983,105519098,PPARG,-,-,Ensembl:ENSCANG00000006161,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240313,-
336983,105525812,ADIPOQ,-,-,Ensembl:ENSCANG00000036757,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240313,-
345155,130146278,MC4R,-,-,-,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
345155,130148535,PPARG,-,-,-,4,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
345155,130156936,LEPR,-,-,-,11,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
345155,130158414,ADIPOQ,-,-,-,13,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
345155,130159168,FTO,-,-,-,15,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
345164,102049003,LEPR,-,-,EnsemblRapid:ENSFCHG00000001710,12,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
345164,102051212,FTO,-,-,EnsemblRapid:ENSFCHG00000008267,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
345164,102051838,PPARG,-,-,EnsemblRapid:ENSFCHG00000011786,4,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
345164,102055472,MC4R,-,-,EnsemblRapid:ENSFCHG00000008864,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
345164,102058557,ADIPOQ,-,-,EnsemblRapid:ENSFCHG00000007379,11,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
356909,121334050,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
356909,121342161,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,LOW QUALITY PROTEIN: adiponectin,20240803,-
356909,121345057,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
356909,121348250,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
356909,121348364,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
372321,136098413,MC4R,-,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
372321,136103685,LEPR,-,-,-,7,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
372321,136105361,ADIPOQ,-,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
372321,136105971,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
372321,136107184,FTO,-,-,-,13,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
379532,105806243,LEPR,-,-,Ensembl:ENSPCOG00000017023,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240313,-
379532,105807279,ADIPOQ,-,-,Ensembl:ENSPCOG00000018188,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240313,-
379532,105816362,MC4R,-,-,Ensembl:ENSPCOG00000026967,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240313,-
379532,105817051,FTO,-,-,Ensembl:ENSPCOG00000021567,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
379532,105819019,PPARG,-,-,Ensembl:ENSPCOG00000017510,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240313,-
391180,111157420,FTO,-,-,EnsemblRapid:ENSELKG00000019555,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
407982,134158815,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
407982,134163132,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
407982,134164639,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
407982,134165368,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
407982,134166620,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
415023,127468442,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
415023,127473479,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
415023,127475766,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
415023,127476460,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
415023,127479215,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
415028,113948869,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
415028,113951139,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
415028,113953829,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
415028,113955881,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
415028,113958036,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
415032,135417809,MC4R,-,-,-,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
415032,135418987,LEPR,-,-,-,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
415032,135419958,ADIPOQ,-,-,-,10,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
415032,135420472,PPARG,-,-,-,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
415032,135422146,FTO,-,-,-,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
419612,102512633,ADIPOQ,CB1_001118018,-,EnsemblRapid:ENSCFEG00005001119,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240310,-
419612,102515844,MC4R,CB1_000632059,-,EnsemblRapid:ENSCFEG00005014743,30,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|melanocortin receptor 4-like protein,20240310,-
419612,102516350,PPARG,CB1_000465008,-,EnsemblRapid:ENSCFEG00005017952,17,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
419612,102519058,LEPR,-,-,EnsemblRapid:ENSCFEG00005017372,13,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240310,-
419612,102521412,FTO,CB1_000856008,-,EnsemblRapid:ENSCFEG00005002213,9,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
452646,122900056,LEPR,-,-,-,2,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
452646,122901906,MC4R,-,-,-,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240322,-
452646,122908788,ADIPOQ,-,ADIPO,-,6,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
452646,122909195,PPARG,-,E9PFV2,-,6,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma|peroxisome proliferator-activated receptor gamma 2,20240322,-
452646,122911447,FTO,-,-,-,7,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
460621,130472894,LEPR,-,-,-,2,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240327,-
460621,130477617,ADIPOQ,-,-,-,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240327,-
460621,130479835,PPARG,-,-,-,1,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240327,-
460621,130481733,MC4R,-,-,-,8,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240327,-
460621,130489148,FTO,-,-,-,17,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
478635,126635824,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
478635,126636192,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
478635,126637851,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
478635,126638572,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
478635,126646767,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
481883,129328994,PPARG,-,-,-,4,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
481883,129330499,LEPR,-,-,-,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240403,-
481883,129333637,MC4R,-,-,-,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240403,-
481883,129343987,FTO,-,-,-,16,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
482537,103590613,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240311,-
482537,103591506,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240311,-
482537,103598680,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240311,-
482537,103606721,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240311,-
488313,135177453,LEPR,-,-,-,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
488313,135182338,PPARG,-,-,-,16,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
488313,135184532,FTO,-,-,-,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
488313,135184698,MC4R,-,-,-,21,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
488313,135187055,ADIPOQ,-,-,-,26,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
494514,121477449,ADIPOQ,-,Acrp30,-,17,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
494514,121482150,MC4R,-,-,-,24,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|melanocortin-4 receptor protein,20240322,-
494514,121494412,PPARG,-,-,-,7,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
494514,121496734,FTO,-,-,-,8,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated protein,20240411,-
494514,121499642,LEPR,-,-,-,10,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
495146,134929154,MC4R,-,-,-,5,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240329,-
495146,134957343,LEPR,-,-,-,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240329,-
495146,134958284,PPARG,-,-,-,9,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240329,-
495146,134969373,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
499056,131184157,FTO,-,-,-,12,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
499056,131190252,PPARG,-,-,-,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240328,-
499056,131195177,MC4R,-,-,-,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240328,-
499056,131195975,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240328,-
499056,131201439,ADIPOQ,-,-,-,6,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240328,-
575201,130831464,MC4R,-,-,-,11,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240327,-
575201,130834705,PPARG,-,-,-,13,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240327,-
575201,130838272,FTO,-,-,-,16,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
575201,130841047,LEPR,-,-,-,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240327,-
575201,130855634,ADIPOQ,-,-,-,6,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240327,-
591936,111541251,FTO,-,-,Ensembl:ENSPTEG00000021228,17,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
591936,111544373,ADIPOQ,-,-,Ensembl:ENSPTEG00000011131,2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240315,-
591936,111546873,MC4R,-,-,Ensembl:ENSPTEG00000018554,18,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240315,-
591936,111546909,PPARG,-,-,Ensembl:ENSPTEG00000038049,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240315,-
591936,113224788,LEPR,-,-,-,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240315,-
649802,113986903,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
649802,113993203,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
649802,113993789,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
649802,114002513,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
678569,136006097,FTO,-,-,-,Z,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
678569,136008385,MC4R,-,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
678569,136011012,ADIPOQ,-,-,-,3,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
678569,136011400,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
678569,136018133,PPARG,-,-,-,7,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
752182,137519372,MC4R,-,-,-,5,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240911,-
752182,137520842,LEPR,-,-,-,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240911,-
752182,137531832,PPARG,-,-,-,9,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240911,-
752182,137538380,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240911,-
859984,138373961,FTO,-,-,-,23,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241030,-
859984,138383253,MC4R,-,-,-,5,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241030,-
859984,138386415,ADIPOQ,-,-,-,7,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241030,-
859984,138389582,LEPR,-,-,-,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241030,-
859984,138392975,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241030,-
